# Nikon maker-note lens identities.
# Key: LibRaw makernotes.LensID, the eight composite bytes as hex.
# One row per candidate name; a repeated key is ambiguous.
# Generated from ExifTool's published tag documentation; see nikon.provenance.json.
7A485C8024244B06	Sigma 70-200mm F2.8 EX APO DG Macro HSM II
7A546E8E24244B02	Sigma APO 120-300mm F2.8 EX DG HSM
7B48374418184B06	Sigma 24-35mm F2.0 DG HSM | A
7B4880983030800E	AF-S VR Zoom-Nikkor 200-400mm f/4G IF-ED
7C542B5024240006	Tamron SP AF 17-50mm f/2.8 XR Di II LD Aspherical (IF) (A16)
7D482B5324248206	AF-S DX Zoom-Nikkor 17-55mm f/2.8G IF-ED
7E5437370C0C4B06	Sigma 24mm F1.4 DG HSM | A
7F402D5C2C348406	AF-S DX Zoom-Nikkor 18-70mm f/3.5-4.5G IF-ED
7F482B5C24341C06	Sigma 17-70mm F2.8-4.5 DC Macro Asp. IF
7F482D5024241C06	Sigma 18-50mm F2.8 EX DC Macro
80481A1A24248506	AF DX Fisheye-Nikkor 10.5mm f/2.8G ED
80481C2924247A06	Tokina atx-i 11-16mm F2.8 CF
813476A638404B0E	Sigma 150-600mm F5-6.3 DG OS HSM | S
815480801818860E	AF-S VR Nikkor 200mm f/2G IF-ED
823476A638404B0E	Sigma 150-600mm F5-6.3 DG OS HSM | C
82488E8E2424870E	AF-S VR Nikkor 300mm f/2.8G IF-ED
8300B0B05A5A8804	FSA-L2, EDG 65, 800mm F13 G
872C2D8E2C404B0E	Sigma 18-300mm F3.5-6.3 DC Macro HSM
885450500C0C4B06	Sigma 50mm F1.4 DG HSM | A
89302D802C404B0E	Sigma 18-200mm F3.5-6.3 DC Macro OS HS | C
893C5380303C8B06	AF-S DX Zoom-Nikkor 55-200mm f/4-5.6G ED
8A3C376A30304B0E	Sigma 24-105mm F4 DG OS HSM
8A546A6A24248C0E	AF-S VR Micro-Nikkor 105mm f/2.8G IF-ED
8B402D802C3C8D0E	AF-S DX VR Zoom-Nikkor 18-200mm f/3.5-5.6G IF-ED
8B402D802C3CFD0E	AF-S DX VR Zoom-Nikkor 18-200mm f/3.5-5.6G IF-ED [II]
8B481C3024248506	Tokina AT-X 11-20 F2.8 PRO DX (AF 11-20mm f/2.8)
8B4C2D4414144B06	Sigma 18-35mm F1.8 DC HSM
8C402D532C3C8E06	AF-S DX Zoom-Nikkor 18-55mm f/3.5-5.6G ED
8C48293C24248606	Tokina opera 16-28mm F2.8 FF
8D445C8E343C8F0E	AF-S VR Zoom-Nikkor 70-300mm f/4.5-5.6G IF-ED
8D486E8E24244B0E	Sigma 120-300mm F2.8 DG OS HSM Sports
8D54686824248702	Tokina AT-X PRO 100mm F2.8 D Macro
8E3C2B5C24304B0E	Sigma 17-70mm F2.8-4 DC Macro OS HSM | C
8F402D722C3C9106	AF-S DX Zoom-Nikkor 18-135mm f/3.5-5.6G IF-ED
8F482B5024244B0E	Sigma 17-50mm F2.8 EX DC OS HSM
903B5380303C920E	AF-S DX VR Zoom-Nikkor 55-200mm f/4-5.6G IF-ED
90402D802C404B0E	Sigma 18-200mm F3.5-6.3 II DC OS HSM
915444440C0C4B06	Sigma 35mm F1.4 DG HSM
922C2D882C404B0E	Sigma 18-250mm F3.5-6.3 DC Macro OS HSM
9248243724249406	AF-S Zoom-Nikkor 14-24mm f/2.8G ED
9348375C24249506	AF-S Zoom-Nikkor 24-70mm f/2.8G ED
94402D532C3C9606	AF-S DX Zoom-Nikkor 18-55mm f/3.5-5.6G ED II
94487C7C24244B0E	Sigma APO Macro 180mm F2.8 EX DG OS HSM
950037372C2C9706	PC-E Nikkor 24mm f/3.5D ED
954C37372C2C9702	PC-E Nikkor 24mm f/3.5D ED
96381F37343C4B06	Sigma 12-24mm F4.5-5.6 II DG HSM
964898982424980E	AF-S VR Nikkor 400mm f/2.8G ED
973CA0A03030990E	AF-S VR Nikkor 500mm f/4G ED
97486A6A24244B0E	Sigma Macro 105mm F2.8 EX DG OS HSM
983CA6A630309A0E	AF-S VR Nikkor 600mm f/4G ED
9848507624244B0E	Sigma 50-150mm F2.8 EX APO DC OS HSM
994029622C3C9B0E	AF-S DX VR Zoom-Nikkor 16-85mm f/3.5-5.6G ED
9948767624244B0E	Sigma APO Macro 150mm F2.8 EX DG OS HSM
9A402D532C3C9C0E	AF-S DX VR Zoom-Nikkor 18-55mm f/3.5-5.6G
9A4C505014149C06	Yongnuo YN50mm F1.8N
9B004C4C24249D06	PC-E Micro Nikkor 45mm f/2.8D ED
9B544C4C24249D02	PC-E Micro Nikkor 45mm f/2.8D ED
9B5462620C0C4B06	Sigma 85mm F1.4 EX DG HSM
9C485C8024244B0E	Sigma 70-200mm F2.8 EX DG OS HSM
9C54565624249E06	AF-S Micro Nikkor 60mm f/2.8G ED
9D00626224249F06	PC-E Micro Nikkor 85mm f/2.8D
9D482B5024244B0E	Sigma 17-50mm F2.8 EX DC OS HSM
9D54626224249F02	PC-E Micro Nikkor 85mm f/2.8D
9E381129343C4B06	Sigma 8-16mm F4.5-5.6 DC HSM
9E402D6A2C3CA00E	AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED
9F3750A034404B0E	Sigma 50-500mm F4.5-6.3 DG OS HSM
9F4848482424A106	Yongnuo YN40mm F2.8N
9F4C44441818A106	Yongnuo YN35mm F2
9F4D50501414A006	Yongnuo YN50mm F1.8N
9F5468681818A206	Yongnuo YN100mm F2N
9F5844441414A106	AF-S DX Nikkor 35mm f/1.8G
A0375C8E343CA206	Sony FE 70-300mm F4.5-5.6 G OSS
A0402D532C3CCA0E	AF-P DX Nikkor 18-55mm f/3.5-5.6G VR
A0402D532C3CCA8E	AF-P DX Nikkor 18-55mm f/3.5-5.6G
A0402D742C3CBB0E	AF-S DX Nikkor 18-140mm f/3.5-5.6G ED VR
A0482A5C24304B0E	Sigma 17-70mm F2.8-4 DC Macro OS HSM
A05450500C0CA206	AF-S Nikkor 50mm f/1.4G
A05644441414A206	Sony FE 35mm F1.8
A14018372C34A306	AF-S DX Nikkor 10-24mm f/3.5-4.5G ED
A1402D532C3CCB86	AF-P DX Nikkor 18-55mm f/3.5-5.6G
A14119312C2C4B06	Sigma 10-20mm F3.5 EX DC HSM
A1486E8E2424DB4E	AF-S Nikkor 120-300mm f/2.8E FL ED SR VR
A15455550C0CBC06	AF-S Nikkor 58mm f/1.4G
A2385C8E3440CD86	AF-P DX Nikkor 70-300mm f/4.5-6.3G VR
A2402D532C3CBD0E	AF-S DX Nikkor 18-55mm f/3.5-5.6G VR II
A2485C802424A40E	AF-S Nikkor 70-200mm f/2.8G ED VR II
A3385C8E3440CE0E	AF-P DX Nikkor 70-300mm f/4.5-6.3G ED
A3385C8E3440CE8E	AF-P DX Nikkor 70-300mm f/4.5-6.3G ED VR
A33C29443030A50E	AF-S Nikkor 16-35mm f/4G ED VR
A33C5C8E303C4B0E	Sigma 70-300mm F4-5.6 DG OS
A4402D8E2C40BF0E	AF-S DX Nikkor 18-300mm f/3.5-6.3G ED VR
A4472D5024344B0E	Sigma 18-50mm F2.8-4.5 DC OS HSM
A4485C802424CF0E	AF-S Nikkor 70-200mm f/2.8E FL ED VR
A4485C802424CF4E	AF-S Nikkor 70-200mm f/2.8E FL ED VR
A45437370C0CA606	AF-S Nikkor 24mm f/1.4G ED
A5402D882C404B0E	Sigma 18-250mm F3.5-6.3 DC OS HSM
A5403C8E2C3CA70E	AF-S Nikkor 28-300mm f/3.5-5.6G ED VR
A54C44441414C006	AF-S Nikkor 35mm f/1.8G ED
A5546A6A0C0CD006	AF-S Nikkor 105mm f/1.4E ED
A5546A6A0C0CD046	AF-S Nikkor 105mm f/1.4E ED
A6482F2F3030D106	PC Nikkor 19mm f/4E ED
A6482F2F3030D146	PC Nikkor 19mm f/4E ED
A648375C24244B06	Sigma 24-70mm F2.8 IF EX DG HSM
A6488E8E2424A80E	AF-S Nikkor 300mm f/2.8G IF-ED VR II
A64898982424C10E	AF-S Nikkor 400mm f/2.8E FL ED VR
A73C5380303CC20E	AF-S DX Nikkor 55-200mm f/4-5.6G ED VR II
A74011262C34D206	AF-S Fisheye Nikkor 8-15mm f/3.5-4.5E ED
A74011262C34D246	AF-S Fisheye Nikkor 8-15mm f/3.5-4.5E ED
A74980A024244B06	Sigma APO 200-500mm F2.8 EX DG
A74B62622C2CA90E	AF-S DX Micro Nikkor 85mm f/3.5G ED VR
A8381830343CD30E	AF-P DX Nikkor 10-20mm f/4.5-5.6G VR
A8381830343CD38E	AF-P DX Nikkor 10-20mm f/4.5-5.6G VR
A84880983030AA0E	AF-S Zoom-Nikkor 200-400mm f/4G IF-ED VR II
A8488E8E3030C30E	AF-S Nikkor 300mm f/4E PF ED VR
A8488E8E3030C34E	AF-S Nikkor 300mm f/4E PF ED VR
A9487C983030D40E	AF-S Nikkor 180-400mm f/4E TC1.4 FL ED VR
A9487C983030D44E	AF-S Nikkor 180-400mm f/4E TC1.4 FL ED VR
A94C31311414C406	AF-S Nikkor 20mm f/1.8G ED
A95480801818AB0E	AF-S Nikkor 200mm f/2G ED VR II
AA3C376E3030AC0E	AF-S Nikkor 24-120mm f/4G ED VR
AA48375C2424C50E	AF-S Nikkor 24-70mm f/2.8E ED VR
AA48375C2424C54E	AF-S Nikkor 24-70mm f/2.8E ED VR
AA4888A43C3CD50E	AF-S Nikkor 180-400mm f/4E TC1.4 FL ED VR + 1.4x TC
AA4888A43C3CD54E	AF-S Nikkor 180-400mm f/4E TC1.4 FL ED VR + 1.4x TC
AB3CA0A03030C64E	AF-S Nikkor 500mm f/4E FL ED VR
AB445C8E343CD60E	AF-P Nikkor 70-300mm f/4.5-5.6E ED VR
AB445C8E343CD64E	AF-P Nikkor 70-300mm f/4.5-5.6E ED VR
AB445C8E343CD6CE	AF-P Nikkor 70-300mm f/4.5-5.6E ED VR
AC38538E343CAE0E	AF-S DX Nikkor 55-300mm f/4.5-5.6G ED VR
AC3CA6A63030C74E	AF-S Nikkor 600mm f/4E FL ED VR
AC543C3C0C0CD706	AF-S Nikkor 28mm f/1.4E ED
AC543C3C0C0CD746	AF-S Nikkor 28mm f/1.4E ED
AD3C2D8E2C3CAF0E	AF-S DX Nikkor 18-300mm f/3.5-5.6G ED VR
AD3CA0A03C3CD80E	AF-S Nikkor 500mm f/5.6E PF ED VR
AD3CA0A03C3CD84E	AF-S Nikkor 500mm f/5.6E PF ED VR
AD4828602430C80E	AF-S DX Nikkor 16-80mm f/2.8-4E ED VR
AD4828602430C84E	AF-S DX Nikkor 16-80mm f/2.8-4E ED VR
AE3C80A03C3CC90E	AF-S Nikkor 200-500mm f/5.6E ED VR
AE3C80A03C3CC94E	AF-S Nikkor 200-500mm f/5.6E ED VR
AE5462620C0CB006	AF-S Nikkor 85mm f/1.4G
AF4C37371414CC06	AF-S Nikkor 24mm f/1.8G ED
AF5444440C0CB106	AF-S Nikkor 35mm f/1.4G
B04C50501414B206	AF-S Nikkor 50mm f/1.8G
B14848482424B306	AF-S DX Micro Nikkor 40mm f/2.8G
B2485C803030B40E	AF-S Nikkor 70-200mm f/4G ED VR
B34C62621414B506	AF-S Nikkor 85mm f/1.8G
B44037622C34B60E	AF-S Zoom-Nikkor 24-85mm f/3.5-4.5G IF-ED VR
B54C3C3C1414B706	AF-S Nikkor 28mm f/1.8G
B63CB0B03C3CB80E	AF-S VR Nikkor 800mm f/5.6E FL ED
B63CB0B03C3CB84E	AF-S VR Nikkor 800mm f/5.6E FL ED
B648375624241C02	Sigma 24-60mm F2.8 EX DG
B7446098343CB90E	AF-S Nikkor 80-400mm f/4.5-5.6G ED VR
B8402D442C34BA06	AF-S Nikkor 18-35mm f/3.5-4.5G ED
BB485C8024244B4E	Sigma 70-200mm F2.8 DG OS HSM | S
BC543C3C0C0C4B46	Sigma 28mm F1.4 DG HSM | A
BD5448480C0C4B46	Sigma 40mm F1.4 DG HSM | A
BE546A6A0C0C4B46	Sigma 105mm F1.4 DG HSM | A
BF3C1B1B30300104	Irix 11mm f/4 Firefly
BF4E26261E1E0104	Irix 15mm f/2.4 Firefly
C148243724244B46	Sigma 14-24mm F2.8 DG HSM | A
C24C242414144B06	Sigma 14mm F1.8 DG HSM | A
C334689838404B4E	Sigma 100-400mm F5-6.3 DG OS HSM | C
C44C737314144B46	Sigma 135mm F1.8 DG HSM | A
C85444440D0DDF46	Tamron SP 35mm f/1.4 Di USD (F045)
C85462620C0C4B06	Sigma 85mm F1.4 DG HSM | A
C85462620C0C4B46	Sigma 85mm F1.4 DG HSM | A
C93C44762531DF4E	Tamron 35-150mm f/2.8-4 Di VC OSD (A043)
C948375C24244B4E	Sigma 24-70mm F2.8 DG OS HSM | A
CA3C1F3730304B46	Sigma 12-24mm F4 DG HSM | A
CA48273E2424DF4E	Tamron SP 15-30mm f/2.8 Di VC USD G2 (A041)
CB3C2B442431DF46	Tamron 17-35mm f/2.8-4 Di OSD (A037)
CC4468983441DF0E	Tamron 100-400mm f/4.5-6.3 Di VC USD
CC4C506814144B06	Sigma 50-100mm F1.8 DC HSM | A
CD3D2D702E3C4B0E	Sigma 18-125mm F3.8-5.6 DC OS HSM
CE00375C2525DF4E	Tamron SP 24-70mm f/2.8 Di VC USD G2 (A032)
CE3476A038404B0E	Sigma 150-500mm F5-6.3 DG OS APO HSM
CE47375C2525DF4E	Tamron SP 24-70mm f/2.8 Di VC USD G2 (A032)
CF386E98343C4B0E	Sigma APO 120-400mm F4.5-5.6 DG OS HSM
CF475C8E313DDF0E	Tamron SP 70-300mm f/4-5.6 Di VC USD (A030)
D23C8EB03C3C4B02	Sigma APO 300-800mm F5.6 EX DG HSM
DB4011112C2C1C06	Sigma 8mm F3.5 EX DG Circular Fisheye
DC48191924244B06	Sigma 10mm F2.8 EX DC HSM Fisheye
DE5450500C0C4B06	Sigma 50mm F1.4 EX DG HSM
E03C5C8E303C4B06	Sigma 70-300mm F4-5.6 APO DG Macro HSM
E0402D982C41DF0E	Tamron 18-400mm f/3.5-6.3 Di II VC HLD (B028)
E0402D982C41DF4E	Tamron 18-400mm f/3.5-6.3 Di II VC HLD (B028)
E14019362C35DF0E	Tamron 10-24mm f/3.5-4.5 Di II VC HLD (B023)
E14019362C35DF4E	Tamron 10-24mm f/3.5-4.5 Di II VC HLD (B023)
E158373714141C02	Sigma 24mm F1.8 EX DG Aspherical Macro
E2475C802424DF4E	Tamron SP 70-200mm f/2.8 Di VC USD G2 (A025)
E34076A63840DF0E	Tamron SP 150-600mm f/5-6.3 Di VC USD G2 (A022)
E34076A63840DF4E	Tamron SP 150-600mm f/5-6.3 Di VC USD G2
E354505024243502	Sigma Macro 50mm F2.8 EX DG
E45464642424DF0E	Tamron SP 90mm f/2.8 Di VC USD Macro 1:1 (F017)
E54C62621414C94E	Tamron SP 85mm f/1.8 Di VC USD (F016)
E5546A6A24243502	Sigma Macro 105mm F2.8 EX DG
E6402D802C40DF0E	Tamron 18-200mm f/3.5-6.3 Di II VC (B018)
E6413C8E2C401C02	Sigma 28-300mm F3.5-6.3 DG Macro
E74C4C4C1414DF0E	Tamron SP 45mm f/1.8 Di VC USD (F013)
E84C44441414DF0E	Tamron SP 35mm f/1.8 Di VC USD (F012)
E948273E2424DF0E	Tamron SP 15-30mm f/2.8 Di VC USD (A012)
E954375C24241C02	Sigma 24-70mm F2.8 EX DG Macro
EA40298E2C40DF0E	Tamron 16-300mm f/3.5-6.3 Di II VC PZD (B016)
EA48272724241C02	Sigma 15mm F2.8 EX Diagonal Fisheye
EB4076A63840DF0E	Tamron SP AF 150-600mm f/5-6.3 VC USD (A011)
EC3E3C8E2C40DF0E	Tamron 28-300mm f/3.5-6.3 Di VC PZD A010
ED402D802C404B0E	Sigma 18-200mm F3.5-6.3 DC OS HSM
EE485C8024244B06	Sigma 70-200mm F2.8 EX APO DG Macro HSM II
F0381F37343C4B06	Sigma 12-24mm F4.5-5.6 EX DG Aspherical HSM
F03F2D8A2C40DF0E	Tamron AF 18-270mm f/3.5-6.3 Di II VC PZD (B008)
F144A0A034344B02	Sigma APO 500mm F4.5 EX DG HSM
F1475C8E303CDF0E	Tamron SP 70-300mm f/4-5.6 Di VC USD (A005)
F348688E30304B02	Sigma APO 100-300mm F4 EX IF HSM
F3542B502424840E	Tamron SP AF 17-50mm f/2.8 XR Di II VC LD Aspherical (IF) (B005)
F44C7C7C2C2C4B02	Sigma APO Macro 180mm F3.5 EX DG HSM
F454565618188406	Tamron SP AF 60mm f/2.0 Di II Macro 1:1 (G005)
F5402C8A2C40400E	Tamron AF 18-270mm f/3.5-6.3 Di II VC LD Aspherical (IF) Macro (B003)
F548767624244B06	Sigma APO Macro 150mm F2.8 EX DG HSM
F63F18372C348406	Tamron SP AF 10-24mm f/3.5-4.5 Di II LD Aspherical (IF) (B001)
F63F18372C34DF06	Tamron SP AF 10-24mm f/3.5-4.5 Di II LD Aspherical (IF) (B001)
F6482D5024244B06	Sigma 18-50mm F2.8 EX DC Macro
F7535C8024244006	Tamron SP AF 70-200mm f/2.8 Di LD (IF) Macro (A001)
F7535C8024248406	Tamron SP AF 70-200mm f/2.8 Di LD (IF) Macro (A001)
F8543E3E0C0C4B06	Sigma 30mm F1.4 EX DC HSM
F85464642424DF06	Tamron SP AF 90mm f/2.8 Di Macro 1:1 (272NII)
F855646424248406	Tamron SP AF 90mm f/2.8 Di Macro 1:1 (272NII)
F93C1931303C4B06	Sigma 10-20mm F4-5.6 EX DC HSM
F9403C8E2C40400E	Tamron AF 28-300mm f/3.5-6.3 XR Di VC LD Aspherical (IF) Macro (A20)
FA543C5E24248406	Tamron SP AF 28-75mm f/2.8 XR Di LD Aspherical (IF) Macro (A09NII)
FA543C5E2424DF06	Tamron SP AF 28-75mm f/2.8 XR Di LD Aspherical (IF) Macro (A09NII)
FA546E8E24244B02	Sigma APO 120-300mm F2.8 EX DG HSM
FB542B5024248406	Tamron SP AF 17-50mm f/2.8 XR Di II LD Aspherical (IF) (A16NII)
FB548E8E24244B02	Sigma APO 300mm F2.8 EX DG HSM
FC402D802C40DF06	Tamron AF 18-200mm f/3.5-6.3 XR Di II LD Aspherical (IF) Macro (A14NII)
FD003C3C1818DF00	Voigtlander APO-Lanthar 28mm F2 Aspherical
FD0044441818DF00	Voigtlander APO-Lanthar 35mm F2
FD0048480707DF00	Voigtlander Nokton 40mm F1.2 Aspherical
FD0050501818DF00	Voigtlander APO-Lanthar 50mm F2 Aspherical
FD0059591818DF00	Voigtlander Macro APO-Lanthar 65mm F2
FD47507624244B06	Sigma 50-150mm F2.8 EX APO DC HSM II
FE47000024244B06	Sigma 4.5mm F2.8 EX DC HSM Circular Fisheye
FE48375C2424DF0E	Tamron SP 24-70mm f/2.8 Di VC USD (A007)
FE535C8024248406	Tamron SP AF 70-200mm f/2.8 Di LD (IF) Macro (A001)
FE545C802424DF0E	Tamron SP 70-200mm f/2.8 Di VC USD (A009)
FE5464642424DF0E	Tamron SP 90mm f/2.8 Di VC USD Macro 1:1 (F004)
FF402D802C404B06	Sigma 18-200mm F3.5-6.3 DC
